	Afrikaans	Alsatian	American English	Bavarian	Bokmål Norwegian	Danish	Dutch	East Low German	Eastphalian	English	Faroese	Gothic	Hessian	Icelandic	Insular North Frisian	Limburgish	Luxembourgish	Mainland North Frisian	Northern Low Saxon	Nynorsk Norwegian	Palatine German	Pennsylvania German	Proto-Germanic	Ripuarian	Saterland Frisian	Scots	Standard German	Swabian	Swedish	Swiss German	Upper Franconian	West Flemish	West Frisian	Westphalian	Wymysorys	Yiddish	Zeelandic
tell lies_VERB_1	ɫˈiχ	lˈaːjə	lˈaɪ̯	lˈiɐ̯ŋ	lˈyːʋə	lˈyːwə	ɫˈiχən	lˈae̯ŋ	lˈɛɪ̯ŋ	lˈaɪ̯	lˈɪɡ̊v̥a	lˈiu̯ɣan	lˈiʒ̥ə	ljˈuːa	lˈøːç	lˈeːɣə	lˈɜɪ̯ən		lˈaɪ̯ŋ	jˈʉːɡɑ	lˈijə	lˈiːɡə	lˈeu̯ɣɑnɑ̃	lˈʏjə	ljˈoːɣə	lˈiː	lˈyːɡn̩	lˈiə̯ɡa	jˈʉːɡa	lˈyːɡ̊ə	lˈiːŋ		lˈiːɣə	lˈaɪ̯ɡn̩	wˈɑi̯ɡən	ɫˈaɪ̯ɡn̩	ɫˈiːxə
tell lies_VERB_2																		jˈɔːwə																			
ten_NUM_1	tˈin	ʦˈeːn	tʰˈɛn	ʦˈeːnə	tʰˈiː	ʦʰˈiˀ	tˈin	tʰˈae̯n	tˈɛɪ̯n	tʰˈen	tʰˈʊʤ̊ːʊ	tˈɛhun	ʦˈɛː	tʰˈiːjʏ	tʰˈiːn	tˈin	ʦˈeŋ	tˈiːn	tʰˈaɪ̯n	tʰˈiː	ʣ̥ˈẽː	ʦˈeːə	tˈexun	ʦˈeːn	tjˈoːn	tʰˈɛn	ʦˈeːn	ʦˈeə̯	tʰˈiːʊ	ʦˈæː	ʦˈeː	tˈiə̯nə	ʦˈiə̯n	tˈaɪ̯n	ʦˈɑn	ʦˈɛn	tˈiːnə
thank_VERB_1	dˈaŋk		θˈeɪ̯ŋk	d̥ˈaŋɡ̊n̩	tʰˈɑkːə	ʦʰˈɑɡ̊ə	dˈɑŋkən	dˈaŋkn̩	dˈaŋkn̩	θˈæŋk	tʰˈaʰka		d̥ˈɑŋɡ̊ə	θˈaʰka	dˈaŋkə	dˈaːŋkə	dˈɑŋkən	tˈʊŋkə	dˈaŋkn̩	tʰˈɑʰkːɑ	d̥ˈɑŋɡ̊ə	dˈaŋkə	θˈɑŋkɔːnɑ̃	dˈaŋkə	tˈɔŋkjə	θˈaŋk	dˈaŋkn̩	dˈaŋɡa	tʰˈakːa	d̥ˈɒŋkːə			tˈankjə	dˈaŋkn̩	dˈɑŋka	dˈaŋkən	
thick_ADJ_1	dˈək		θˈɪk		çˈʉkː	ʦʰˈyɡ̊	dˈɪk	dˈɪk	dˈɪk	θˈɪk	ʧʰˈʏʰkʊɹ		d̥ˈik	θˈɪʰkʏr̥	tʲˈʊk	dˈɪk	dˈek	tʲˈʊk	dˈɪɡ	çˈʉʰkː	d̥ˈɪɡ̊	dˈɪk	θˈekuz	dˈek	tjˈʊk	θˈɪk	dˈɪk	dˈiɡ	ɕˈɔk	d̥ˈikː	d̥ˈɪɡ̊		ʦjˈɔk	dˈɪk		dˈɪk	dˈɪkə
thief_NOUN_1	dˈiv̥		θˈif	d̥ˈiɐ̯b̥	tʰˈyːʋ	ʦʰˈyˀw	dˈiv̥	dˈae̯f	dˈɛɪ̯f	θˈiːf	ʧʰˈɔːu̯vʊɹ	θˈiu̯fs	d̥ˈiːb̥	θjˈoːu̯vʏr̥	tʰˈiːf	dˈeːv̥	dˈɜɪ̯v̥	tˈiːv̥	dˈaɪ̯f	çˈuːʋ~çˈʉːʋ	d̥ˈiːb̥	dˈiːb̥	θˈeu̯βɑz	dˈeːv̥	dˈɛɪ̯f	θˈif	dˈiːb̥	dˈiə̯b	ɕˈʉːv	d̥ˈiə̯b̥	d̥ˈiːb̥	dˈiə̯v̥	ʦjˈɪə̯f	dˈaɪ̯v	dˈib̥		dˈiːv̥
thin_ADJ_1	dˈœn		θˈɪn	d̥ˈin	tʰˈʏnː	ʦʰˈønˀ	dˈʏn	dˈʏn	dˈʏnə	θˈɪn	tʰˈʊnːʊɹ		d̥ˈin	θˈʏnːʏr̥	tʰˈɛn	dˈʏn	dˈən	tˈeːn	dˈʏn	tʰˈʏnː	d̥ˈɪn	dˈɪn	θˈunːiz~θˈunːuz	dˈœn	tˈɛːn	θˈɪn	dˈʏn		tʰˈɵnː	d̥ˈyn	d̥ˈɪn	dˈɪnə	tˈɪn		dˈɘ̟n	dˈɪn	dˈɪnə
thing_NOUN_1	dˈəŋ	d̥ˈiŋ	θˈɪŋ		tʰˈɪŋː	ʦʰˈeŋˀ	dˈɪŋ	dˈɪŋ	dˈɪŋ	θˈɪŋ	tʰˈɪŋ	θˈiːhs	d̥ˈiŋ	θˈiŋɡ̊	dˈɪŋ	dˈɪːŋk	dˈeŋən		dˈɪŋ	tʰˈɪŋː	d̥ˈɪŋ	dˈɪŋ	θˈinxsɑ̃~θˈiŋɡɑ̃	dˈɪŋə	dˈɪŋ	θˈɪŋ	dˈɪŋ		tʰˈɪŋː		d̥ˈɪŋ	dˈɪŋk	dˈɪŋ	dˈɪŋn			dˈiŋk
thirst_NOUN_1	dˈɔrs	d̥ˈuʁʃt	θˈɝst	d̥ˈuɐʃd̥	tʰˈœʂʈ	ʦʰˈɶɐsd̥	dˈɔɾst	dˈœst	dˈœst	θˈɜːst	tʰˈɔstɪ	θˈɔrstiː	d̥ˈɔɐʃd̥	θˈɔr̥stɪ	tʰˈœrst	dˈʊːʀs	dˈuːʃt	tˈuʀst	dˈœs	tʰˈœɾstə	d̥ˈɔɐʃd̥	dˈaːʃt	θˈurstuz	dˈoːʃ	tˈɔːrst	θrˈɪst	dˈʊɐst	dˈuʕʃd	tʰˈœʂʈ	d̥ˈurʃːtː	d̥ˈɔɐʃd̥		tˈoə̯st	dˈuːə̯st		dˈɔʀʃt	dˈɔst
thirteen_NUM_1	dˈæːrtin	d̥ʁˈiʦeːn	θˈɝtːin	d̥rˈai̯ʦeɐ̯	tʰɾˈɛtːən	ʦʰʁˈɑd̥n̩	dˈɛɾtin	drˈʏtae̯n	drˈʏtɒːn	θɜːtˈiːn	tʰɹˈɛʰtan		tʀˈai̯ʦɛː	θrˈɛʰtaːu̯n	tʰrˈœdaɪ̯n	dˈaːʀtin	dʀˈæːɪ̯ʦeŋ	tʀˈatɛi̯n	dˈœtaɪ̯n	tʰɾˈɛtːen	d̥rˈaɪ̯ʣ̥eː	dɾˈaɪ̯ʦeː	θrˈitexun	dʀˈøːʦeŋ	trˈɛtin	θrˈɪtin	dʁˈaɪ̯ʦeːn	dʁˈae̯ʦeə̯	tʰrˈɛtːɔn	d̥rˈiːʦæ	d̥rˈaɪ̯ʦeː	dˈæɾtiə̯nə	trˈɛtjɪn	dˈiɛ̯taɪ̯n	drˈɛʦɑ	dʀˈaɪ̯ʦn̩	dˈæɾtiːnə
thorn_NOUN_1	dˈʊə̯rəŋ		θˈɔɹn	d̥ˈorn	tʰˈuːɳ	ʨˈɶɐˀn	dˈoːɾn	dˈuːæn	dˈoːɐn	θˈɔːn			d̥ˈɔɐn	θˈɪrt͡n̥ɪr̥	tʰˈuːɐn	dˈʊːʀə	dˈaːʀ	tˈɔʀn	dˈaʊ̯ɐn	tʰˈʊɾn	d̥ˈɔɐn	dˈan	θˈurnɑz	dˈoːn	tˈoːu̯dən	θˈorn	dˈɔɐn	dˈɔʕn	tʰˈœɳːɛ	d̥ˈorn	d̥ˈɔɐn	dˈoːɾn	tˈoə̯n	dˈœːn		dˈɔʀn	dˈʊə̯ɾən
thou_PRON_1			ðˈaʊ̯	d̥ˈu	dˈʉː	d̥ˈuˀ		dˈuː	dˈuː	ðˈaʊ̯	tʰˈʉːu̯	θˈuː	d̥ˈuː	θˈuː	dˈʏ	dˈuː	dˈu	dˈʏ	dˈuː	dˈʉː	d̥ˈuː	dˈuː	θˈuː	dˈoː	dˈuː	ðˈuː	dˈuː	dˈuː	dˈʉː	d̥ˈu	d̥ˈuː		dˈoː	dˈuː		dˈʊ	
thousand_NUM_1	dˈœɪ̯sənd̥	d̥ˈøi̯siʃ	θˈaʊ̯zn̩d	d̥ˈau̯sad̥	tʰˈʉːsən	ʦʰˈuˀsən	dˈœy̯zənd̥	dˈuːzn̩d	dˈuːzn̩d	θˈaʊ̯zn̩d	tʰˈʉːu̯sɪn	θˈuːsundi		θˈuːsʏnd̥	dˈyːzənt	dˈuːzənd̥	dˈɑʊ̯zənd̥	dˈuːzənd̥	dˈuːzn̩d	tʰˈʉːsen	d̥ˈau̯sənd̥	dˈaʊ̯sənd̥	θˈuːsundiː	dˈaʊ̯zənd̥	dˈuːzənd	θˈuːzənd	tʰˈaʊ̯zn̩d̥	dˈao̯sad	tʰˈʉːsɛn	tːˈuːz̥iɡ̊	d̥ˈaʊ̯sn̩d̥	dˈyːsd̥	tˈuːzən	dˈuːzn̩d	tˈɑi̯zət	tˈɔɪ̯zn̩d	dˈyːzənd̥
three_NUM_1	drˈi	d̥ʁˈei̯	θɹˈi	d̥rˈai̯	tʰɾˈeː	ʦʰʁˈɛˀ	dɾˈi	drˈae̯	drˈɛɪ̯	θɹˈiː	tʰɹˈʊ̯iː	θrˈiːs	tʀˈai̯	θrˈiːr̥	tʰrˈiː	dʀˈɛːi̯	dʀˈæːɪ̯	tʀˈa~tʀˈiː	drˈaɪ̯	tʰɾˈeː	d̥rˈaɪ̯	dɾˈaɪ̯	θrˈiːz	dʀˈeɪ̯	trˈɛɪ̯	θrˈiː	dʁˈaɪ̯	dʁˈae̯	tʰrˈeː	d̥rˈyː	d̥rˈaɪ̯	dɾˈiə̯jə	trˈɛjə	drˈaɪ̯	drˈai̯	dʀˈaɪ̯	dɾˈiːə
thumb_NOUN_1	dˈœɪ̯m	d̥ˈyːmə	θˈʌm	d̥ˈaːm	tʰˈʊmːə	ʦʰˈʌmə	dˈœy̯m	dˈuːm	dˈuːmn̩	θˈɐm	tʰˈʊmːɪ		d̥ˈau̯mə	θˈuːmɪ	tʰˈʏm	dˈɔu̯m	dˈɑʊ̯m	tˈœːmə	dˈuːm	tʰˈɔmːe	d̥ˈau̯mə	dˈaʊ̯mə	θˈuːmɔːː	dˈuːmə	tˈuːmə	θˈum	dˈaʊ̯mən	dˈao̯m	tʰˈɵmːɛ	tːˈuːmə	d̥ˈama	dˈyːmə	tˈɔmə	dˈʊmn̩			dˈyːm
thunder_NOUN_1	dˈɔndər	d̥ˈonəʁ	θˈʌndɚ	d̥ˈona			dˈɔndəɾ	dˈʊnæ	dˈʊnɐ	θˈɐndə			d̥ˈonæ̆		tʰˈœnɐ	dˈɔndəʀ	dˈonɐ	tˈʊnəʀ	dˈʊnɐ		d̥ˈunɐ	dˈʊnɑ	θˈunrɑz	dˈonɐ	dˈɔnər	θˈʌnər	dˈɔnɐ	dˈondʌ			d̥ˈʊnɐ	dˈœndɾ̩	tˈɔŋər	dˈʊnɐ	dˈunən	dˈʊnəʀ	dˈʏndəɾ
time_NOUN_1	tˈəɪ̯d̥	ʦˈiːt	tʰˈaɪ̯d	ʦˈai̯d̥	tʰˈiː	ʦʰˈiˀð̞ˠ	tˈɛi̯d̥	tʰˈiːt	tˈiːd	tʰˈaɪ̯d	tʰˈʊ̯iː			tʰˈiːð	tʰˈɪɾ	tˈiːd̥	ʦˈæːɪ̯t	tˈid̥	tʰˈiːd	tʰˈiː	ʣ̥ˈaɪ̯d̥	ʦˈaɪ̯d̥	tˈiːðiz	ʦˈɛk	tˈiːd	tʰˈəi̯d	ʦˈaɪ̯t	ʦˈəi̯d	tʰˈiːd	ʦˈiːtː	ʦˈaɪ̯d̥	tˈid̥	tˈiːd̥	tˈiːt	ʦˈai̯t	ʦˈaɪ̯t	tˈid̥
toe_NOUN_1	tˈʊə̯n		tʰˈoʊ̯	ʦˈeːça	tʰˈoː	ʦʰˈɔˀ	tˈeːn	tʰˈeːn	tˈoːn	tʰˈəʊ̯	tʰˈɔ̯aː		ʦˈẽː	tʰˈaːu̯	tʰˈɔa̯n	tˈin	ʦˈɜɪ̯f	tˈuːn	tʰˈaʊ̯n	tʰˈoː	ʣ̥ˈeː	ʦˈeːə	tˈɑi̯xʷɔ̃ː	ʦˈiː	tˈoːnə	tʰˈeː	ʦˈeː	ʦˈae̯a	tʰˈoː	ʦˈeː	ʦˈeːa	tˈeːn	tˈɪə̯n	tˈeːnt			tˈɪə̯ə
token_NOUN_1	tˈɪə̯kən	ʦˈei̯ʃə	tʰˈoʊ̯kən	ʦˈoɐ̯xn̩	tʰˈæɪ̯n	ʦʰˈɑjˀn	tˈeːkən	tʰˈae̯kn̩	tˈɛɪ̯kn̩	tʰˈəʊ̯kən	tʰˈɛʰkn	tˈɛːkns		tʰˈɛi̯ʰkn̩	tʰˈeːɡən	tˈɛːkə	ʦˈeːɕən	tˈiːkən	tʰˈaɪ̯ɡn̩	tʰˈæɪ̯kən	ʣ̥ˈeːʃə	ʦˈeːçə	tˈɑi̯knɑ̃	ʦˈeɪ̯ɕə	tˈeːkən	tʰˈekən	ʦˈaɪ̯çn̩	ʦˈɔe̯ça	tʰˈɛkːɛn	ʦˈæi̯χːə	ʦˈaːxə	tˈeːkən	tˈeːkən	tˈeːkn̩	ʦˈaxa	ʦˈɛɪ̯χn̩	tˈæi̯kən
tongue_NOUN_1	tˈɔŋ	ʦˈuŋ	tʰˈʌŋ	ʦˈuŋa	tʰˈʉŋːə	ʦʰˈɔŋə	tˈɔŋ	tʰˈʊŋ	tˈʊŋə	tʰˈɐŋ	tʰˈʊŋɡ̊a	tˈuŋɡoː	ʦˈuŋ	tʰˈuŋɡ̊a	tʰˈʊŋ	tˈʊŋ	ʦˈɔŋ	tˈʊŋ	tʰˈʊŋ	tʰˈʉŋːe	ʣ̥ˈuŋ	ʦˈʊŋ	tˈuŋɡɔ̃ː	ʦˈoŋ	tˈʊŋə	tʰˈʌŋ	ʦˈʊŋə	ʦˈoŋ	tʰˈʊŋːa	ʦˈuŋə	ʦˈʊŋa	tˈuŋə	tˈuŋə	tˈʊŋə	ʦˈuŋɡ̊	ʦˈʊŋɡ	tˈuŋə
tooth_NOUN_1	tˈand̥	ʦˈɒːn	tʰˈuθ	ʦˈand̥	tʰˈɑnː	ʦʰˈanˀ	tˈɑnd̥	tʰˈɛːn	tˈɛːnə	tʰˈuːθ	tʰˈɔnː	tˈunθus	ʦˈãː	tʰˈœnː	tʰˈɛɾ	tˈɑːnd̥	ʦˈɑnd̥	tˈɛi̯z̥	tʰˈeːn	tʰˈɑnː	ʣ̥ˈɑ̃ː	ʦˈɔː	tˈɑnθs	ʦˈaŋɡ̊		tʰˈøθ	ʦˈaːn	ʦˈaː	tʰˈand	ʦˈɒŋ	ʦˈoː	tˈɑnd̥	tˈiːnə	tˈan	ʦˈɔn	ʦˈɔn	tˈɑnd̥
tree_NOUN_1			tʰɹˈi		tʰɾˈeː	ʦʰʁˈɛˀ				tʰɹˈiː	tʰɹˈɛːa̯	trˈiu̯		tʰrjˈɛː						tʰɾˈeː			trˈewɑ̃			tʰrˈiː			tʰrˈɛː								
tree_NOUN_2	bˈʊə̯m	b̥ˈʊːm	bˈim	b̥ˈaːm			bˈoːm	bˈaʊ̯m	bˈeo̯m	bˈiːm		bˈaɡms	b̥ˈaːm	b̥ˈaðmʏr̥	bˈoːm	bˈɔːm	bˈaːm	bˈuːm	bˈaʊ̯m		b̥ˈɑːm	bˈɔːm	bˈɑu̯mɑz	bˈoːm	bˈoːm		bˈaʊ̯m	bˈoːm		b̥ˈau̯m	b̥ˈaːm	bˈoːm	bˈɪə̯m	bˈaʊ̯m	bˈɑi̯m	bˈɔɪ̯m	bˈʊə̯m
twelve_NUM_1	tvˈɑːɫv̥	ʦʋˈelf	tʰwˈɛɫv	ʦʋˈejfə	tʰˈɔlː	ʦʰˈʌlˀ	tʋˈaːɫəv̥	tʰvˈœlf	tvˈœlf	tʰwˈeɫv	tʰˈœlv	twˈalif	ʦvˈelf	tʰˈou̯l̥f	tʰvˈɛləf	tβˈæləv̥	ʦwˈiə̯ləf	tvˈeːlvən	tʰvˈœlf	tʰˈɔlʋ	ʣ̥βˈɛlf	ʦʋˈɛlf	twˈɑliɸ	ʦʋˈɛləf	tvˈeːlɪx	tʰwˈal	ʦvˈœlf	ʦʋˈelf	tʰˈɔlv	ʦʋˈølfː	ʦvˈɛlfa	tʋˈɔwvə	tˈɔlvə	tʋˈiɛ̯lʋ	ʦvˈɛwf	ʦvˈɛɫf	tʋˈɒːɫv̥
twenty_NUM_1					çˈʉːə	ʦʰˈyːwə					ʧʰˈʉːu̯wʊ									çˈʉːe									ɕˈʉːɡʊ								
twenty_NUM_2	tvˈəntəχ	ʦʋˈɒnʦiʃ	tʰwˈɛnti	ʦʋˈanʦɡ̊ə			tʋˈɪntəχ	tʰvˈɪntɪç	tvˈɪntɪç	tʰwˈentɪ		twˈɛːtˈiɣjus	ʦvˈansiʃ	tʰˈuʰtuɣu	tʰvˈʊntɪç	tβˈɪːntəx	ʦwˈɑnʦəɕ	tvˈʊnti	tʰvˈɪndi		ʣ̥βˈɑnʣ̥ɪʃ	ʦʋˈansɪç	twɑi̯tˈiɣiwiz	ʦʋˈanʦɪɕ	tvˈɪntɪx	tʰwˈɪnti	ʦvˈanʦɪç	ʦʋˈanʦɡ		ʦʋˈenʦiɡ̊	ʦvˈanʦɡ̊	tʋˈiə̯ntəɦ̥	tvˈɛi̯ntəχ	tʋˈɪntɪç	ʦvˈɛnʦɪk	ʦvˈanʦɪk	tʋˈɪntɪx
two_NUM_1	tvˈɪə̯	ʦʋˈəi̯	tʰˈu	ʦʋˈoɐ̯	tʰˈuː	ʦʰˈoˀ	tʋˈeː	tʰvˈae̯	tvˈɛɪ̯	tʰˈuː	tʰvˈɛːi̯	twˈɛː	ʦvˈaː	tʰvˈœː	tʰˈaʊ̯	tβˈi	ʦwˈeː	tvˈɛːʀ~tˈɔu̯	tʰvˈaɪ̯	tʰˈuː	ʣ̥βˈɛː	ʦʋˈeː	twˈɑi̯	ʦʋˈeː	tvˈoː~tvˈɛɪ̯n	tʰwˈɑː	ʦvˈaɪ̯	ʦʋˈɔe̯	tʰvˈoː	ʦʋˈøi̯	ʦvˈaː	tʋˈɛː	tvˈaː	tʋˈeː	ʦvˈɛ	ʦvˈɛɪ̯	tʋˈɪə̯ə
under_PREP_1	ˈɔndər	ˈuntəʁ	ˈʌndɚ	ˈund̥a	ˈʉnːəɾ	ˈɔnˀʌ	ˈɔndəɾ	ˈʏnæ	ˈʏndɐ	ˈɐndə	ˈʊnd̥ɪɹ	ˈundar	ˈunæ̆	ˈʏnd̥ɪr̥	ˈœnɐ	ˈʊːndəʀ	ˈənɐ	ˈʊnəʀ	ˈʏnɐ	ˈʉndəɾ	ˈunɐ	ˈʊnɑ	ˈunder	ˈʊŋɐ	ˈʊnər	ˈʌnər	ˈʊntɐ	ˈondʌ	ˈɵndɛr	ˈund̥ər	ˈʊnɐ	ˈɔndəɾ	ˈundər	ˈʊnɐ	ˈundɛr	ˈʊntəʀ	ˈɔndəɾ
up_ADV_1	ˈɔp	ˈuf	ˈʌp	ˈaːf	ˈɔpː	ˈʌb̥	ˈɔp	ˈʊp	ˈʊp	ˈɐp	ˈʊʰp	ˈiu̯p	ˈuf	ˈʏʰp	ˈʏp	ˈɔp	ˈop	ˈap	ˈɔb	ˈʉʰpː	ˈuf	ˈʊf	ˈupː	ˈɔp	ˈap	ˈʌp	ˈaʊ̯f	ˈuf	ˈɵpː	ˈufː	ˈaf	ˈɔp	ˈɔp	ˈʊp	ˈuf	ˈɔɪ̯f	ˈɔp
us_PRON_1	ˈɔns	ˈunz̥	ˈʌs	ˈuns	ˈɔsː	ˈʌs	ˈɔnz̥	ˈʊns	ˈʏʃ	ˈɐs	ˈɔsː	ˈuŋkis	ˈuns	ˈɔsː	ˈyːs	ˈʏːs	ˈɑɪ̯z̥	ˈʏs	ˈʊns	ˈɔsː	ˈuns	ˈʊns	ˈuns	ˈʊnz̥	ˈuːs	ˈʌs	ˈʊnz̥	ˈons	ˈɔsː	ˈøi̯z̥	ˈʊns		ˈyːs	ˈuːs	ˈɘ̟ns	ˈʊndz	ˈɔnz̥
warm_ADJ_1	vˈarm	ʋˈɒːʁm	wˈɔɹm	ʋˈɒːɐm	ʋˈɑɾm	ʋˈɑˀm	ʋˈɑɾm	vˈaːm	vˈaːɐm	wˈɔːm	vˈaɹmʊɹ		vˈɑːm	vˈarmʏr̥	vˈaːrəm	βˈæʀəm	vˈaːm	vˈʊʀm	vˈaːm	ʋˈɑɾm	βˈɑːɐm	ʋˈɔːɑm	wˈɑrmɑz	ʋˈɛɐm	vˈoːrm	wˈeːrm	vˈaɐm	ʋˈaʕm	vˈarm	ʋˈɒrm	vˈɔɐm	ʋˈɑɾm	ʋˈaːrm	vˈaːm	vˈi̯øm	vˈaʀɛm	ʋˈæɾm
water_NOUN_1	vˈɑːtər	ʋˈɒsəʁ	wˈɑɾɚ	ʋˈɑsa~ʋˈɑːsa	ʋˈɑnː	ʋˈanˀ	ʋˈaːtəɾ	vˈɒːtæ	vˈɒːtɐ	wˈɔːtə	vˈaʰt͡n̥	wˈatoː	vˈasæ̆	vˈaʰt͡n̥	vˈeːdɐ	βˈaːtəʀ	vˈaːsɐ	vˈɒːdəʀ	vˈoːdɐ	ʋˈɑtən	βˈɑsɐ	ʋˈasɑ	wˈɑtɔːr~wˈɑtnɔː	ʋˈaːsɐ	vˈɔːtər	wˈatər	vˈasɐ	ʋˈasʌ	vˈatːɛn	ʋˈɒsːər	vˈasɐ	ʋˈɒːtɾ̩	ʋˈɛtər	vˈaːtɐ	vˈɔsɛr	vˈasəʀ	ʋˈɛːtəɾ
way_NOUN_1	vˈæχ	ʋˈæj	wˈeɪ̯	ʋˈeːɡ̊	ʋˈæɪ̯	ʋˈɑˀj	ʋˈɛχ	vˈɛç	vˈɛç	wˈeɪ̯	vˈeːvʊɹ	wˈiɡs	vˈɛːʃ	vˈɛːɣʏr̥	vˈaɪ̯	βˈeːx	vˈeː	vˈɛi̯	vˈɛç	ʋˈeːɡ	βˈɛːʃ	ʋˈeːɡ̊	wˈeɣɑz	ʋˈɛːɕ	vˈaːi̯	wˈəi̯	vˈeːɡ̊	ʋˈɛːɡ	vˈɛːɡ	ʋˈæɡ̊	vˈeːç	ʋˈæɦ̥	ʋˈɛi̯	vˈɛç	vˈaɡ̊	vˈɛɡ	ʋˈæx
we_PRON_1		mˈeːʁ		mˈiɐ									mˈiːɐ				mˈiːɐ				mˈiːɐ	mˈeːɑ		mˈiːɐ				mˈiʌ		mˈir	mˈiːɐ					mˈɪʀ	
we_PRON_2			wˈi		ʋˈiː	ʋˈiˀ	ʋˈɛi̯	vˈiː	vˈiː	wˈiː	vˈɛːa̯ɹ	wˈiːs		vjˈɛːr̥	vˈʏ	vˈeːʀ		vˈɛ	vˈiː	ʋˈiː			wˈiːz		vˈi	wˈi	vˈiːɐ		vˈiː			ʋˈidəɾ	ʋˈi	vˈiː	vˈir		
weak_ADJ_1			wˈik	ʋˈoɐ̯x	ʋˈæɪ̯k	ʋˈeˀj	ʋˈeːk	vˈae̯k	vˈaɪ̯k	wˈiːk	vˈai̯kʊɹ		vˈaːʃ	vˈɛːi̯kʏr̥	vˈʊk	βˈɛːk	vˈeːɕ	ˈuːk	vˈaɪ̯ɡ	ʋˈæɪ̯k	βˈeːʃ	ʋˈeːç	wˈɑi̯kʷɑz	ʋˈeɪ̯ɕ	vˈoːk	wˈek	vˈaɪ̯ç	ʋˈɔe̯ç	vˈeːk		vˈaːx		vˈɪə̯k	vˈeːk	vˈax	vˈɛɪ̯χ	
weapon_NOUN_1	vˈɑːpən		wˈɛpən		ʋˈoːpən	ʋˈɔˀb̥ən	ʋˈaːpən			wˈepən	vˈɔʰpn̩	wˈeːpn		vˈɔʰpn̩	vˈɔːbən	βˈɒːpə	vˈɑf	vˈɒːbən		ʋˈoːpən	βˈɑf		wˈɛːpnɑ̃		vˈɛɪ̯pən	wˈapən	vˈafə		vˈɑːpɛn	ʋˈɒːfːə	vˈafn̩		ʋˈaːpən			vˈɔfn̩	
weather_NOUN_1	vˈɪə̯r	ʋˈetəʁ	wˈɛðɚ	ʋˈed̥a	ʋˈæːɾ	ʋˈɛˀɐ	ʋˈeːɾ	vˈɛːɾæ	vˈɛːɐ	wˈeðə	vˈeːvʊɹ		vˈɛd̥æ̆	vˈɛːðʏr̥	vˈɛɾɐ	βˈeːʀ	vˈiə̯dɐ	vˈɛːdəʀ	vˈɛlɐ	vˈæːɾ	βˈɛrɐ	ʋˈɛdɑ	wˈeðrɑ̃	ʋˈɛdɐ	vˈeːdər	wˈaðər	vˈɛtɐ	ʋˈɛdʌ	vˈɛːdɛr	ʋˈætːər	vˈɛɾɐ	ʋˈeːɾ	ʋˈaːr	vˈɪɛ̯ɐ		vˈɛtəʀ	ʋˈeːɾ
week_NOUN_1	vˈɪə̯k	ʋˈux	wˈik	ʋˈox~ʋˈoxa	ˈʉːkə	ˈuːə	ʋˈeːk	vˈɛːk	vˈeːkə	wˈiːk	vˈiːka	wˈikoː	vˈɔxə	vˈɪːka	vˈeːk	βˈɛːk	vˈoχ	vˈaːx	vˈeːɡ	vˈeːke	βˈɔx	ʋˈɔx	wˈikɔ̃ː	ʋˈɛːɕ	vˈiːk	wˈik	vˈɔxə	ʋˈox	vˈɛkːa	ʋˈuχːə	vˈɔxn̩	ʋˈeːkə	ʋˈiːkə	vˈiɛ̯kə	vˈɔx	vˈɔχ	ʋˈeːkə
whale_NOUN_1	vˈaɫ	ʋˈɒːl	wˈeɪ̯ɫ		ʋˈɑːl	ʋˈɛˀl	ʋˈɑɫ	vˈal		wˈeɪ̯ɫ	kʰvˈɛːa̯lʊɹ			kʰvˈaːlʏr̥	vˈal	βˈɑːl	vˈaːl	vˈɒl		kʰʋˈɑːl	βˈɑːl	ʋˈɔːl	xʷˈɑlɑz	vˈaːl		ʍˈɑːl	vˈaːl		vˈɑːl			ʋˈɑl	ʋˈal			vˈaɫ	ʋˈɑɫ
what_PRON_1	vˈat	ʋˈɒs	wˈʌʔ	ʋˈɒːs	ʋˈɑ	ʋˈað̞ˠ	ʋˈɑt	vˈat	vˈat	wˈɒt	kʰvˈɛːa̯ʰt	ʍˈa	vˈɑs	kʰvˈaːð	vˈat	βˈɑt	vˈaːt	vˈat	vˈad	kʰʋˈɑː	βˈɑs	ʋˈas	xʷˈɑt	ʋˈat	vˈɛt	ʍˈɪt	vˈas	ʋˈas	vˈɑːd	ʋˈɒsː	vˈɔs	ʋˈɑt	ʋˈat	vˈat	vˈɑs	vˈɔs	ʋˈɑt
wheel_NOUN_1	vˈiɫ		wˈiɫ			jˈuˀl	ʋˈiɫ			wˈiːɫ	kʰvˈɛːa̯l~ʧʰˈɔːu̯l			çˈoːu̯l~kʰvˈɛːl	vˈeːl	βˈil		fˈiːlʲ					xʷˈexʷlɑ̃~xʷˈeu̯lɔː		jˈoːl~vˈɛɪ̯l	ʍˈil			jˈʉːl				fˈiə̯l				ʋˈɪə̯ɫ
